created_at,favorite_count,favorited,filter_level,lang,retweet_count,retweeted,source,text,rawtext,user_created_at,user_followers_count,user_location,user_lang,user_name,user_screen_name,user_time_zone,user_utc_offset,user_friends_count,geolocation,recordRetrieved,id_str,URL,dbSource,lat,lng
Mon Feb 11 09:20:50 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Seeking enlightenment in Bangkok Eat Pho is hands down my favorite place in Bangkok With that said Please keep in mind Buddha is not tattoo,Seeking enlightenment in Bangkok. Eat Pho is hands down my favorite place in Bangkok. With that said Please keep in mind 'Buddha is not tattoo.' #thailand #bangkok #bangkokthailand https://t.co/aisiPza4JQ,Mon Jun 29 01:17:36 +0000 2009,107,Detroit MI,en,Brad W Johnson,bradwj32,None,None,384,13.7439569 100.5560528,20:56.0,1.09489E+18,https://twitter.com/statuses/1094888984595984385,location3.db,13.7439569,100.5560528
Mon Feb 11 09:20:50 +0000 2019,0,0,low,0,0,0,<a href='http://www.propertywala.com/' rel='nofollow'>PropertyWala.com</a>,SHINE CITY,SHINE CITY #ResidentialPlot #Land #ForSale #Gosainganj #Lucknow #Residential #Property https://t.co/G5bqk5KSFO,Sat Nov 07 11:03:49 +0000 2009,4679,India,en,PropertyWala.com,propertiesindia,None,None,23,26.76726128 81.10933235,20:56.0,1.09489E+18,https://twitter.com/statuses/1094888985728638976,location3.db,26.76726128,81.10933235
Mon Feb 11 07:18:36 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Wheels up JFK bound on the red eye Lets hit it Delta Snow cant stop us The hustle is real Delta Terminal SeattleTacoma,Wheels up. JFK bound on the red eye. Let's hit it Delta. Snow can't stop us. The hustle is real. #deltamedallionlife #delta @ Delta Terminal - Seattle-Tacoma https://t.co/qMR4wyIgJd,Mon Apr 04 00:27:57 +0000 2011,249,Seattle WA,en,Sharon Harris,sharrisny,None,None,350,47.44073775 -122.30201223,18:42.0,1.09486E+18,https://twitter.com/statuses/1094858224434597888,location2.db,47.44073775,-122.3020122
Mon Feb 11 08:19:45 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,5 DAYS MORE to the maiden edition of the helloadipa Nominees Jam happening live at LowCost Park close to the beach inside the GhanaTogo border town of Aflao on Saturday,5 DAYS MORE to the maiden edition of the helloadipa @VoltaMusicAward Nominees Jam happening live at Low-Cost Park close to the beach inside the Ghana-Togo border town of Aflao on Saturday https://t.co/NNJNdWaHKW,Sat Aug 10 03:02:10 +0000 2013,7376,Worldwide,en,DKlassGh Com,DKLASSGH,None,None,8057,5.56565 -0.33209,19:51.0,1.09487E+18,https://twitter.com/statuses/1094873613281284096,location3.db,5.56565,-0.33209
Mon Feb 11 07:13:28 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Our traditional birthday meal which used to be a date for two now a buffet lunch for FIVE adults SM Seaside City Cebu Official,Our traditional birthday meal which used to be a date for two now a buffet lunch for FIVE adults! #growingfamily #family #birthday @ SM Seaside City Cebu (Official) https://t.co/v8CKLqXRzK,Fri Aug 08 16:13:52 +0000 2008,521,Cebu Phlippines,en,cesarbordalbajr,sarsiboy,None,None,260,10.28829 123.89332,13:33.0,1.09486E+18,https://twitter.com/statuses/1094856929778774016,location2.db,10.28829,123.89332
Mon Feb 11 09:15:05 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Another coffee with a mother amp child design At favourite Wale Street coffee shop Thanks for showing me to charge electric scooter Bean There Coffee Roastery Cape Town,Another coffee with a mother &amp; child design. At favourite Wale Street coffee shop. Thanks @beantherecoffee for showing me to charge electric scooter. @ Bean There Coffee Roastery - Cape Town https://t.co/B2d5gOnPk5,Mon Mar 25 11:49:03 +0000 2013,207,Cape Town South Africa,en,David Muller,merryscholar,None,None,678,-33.92283318 18.41712426,15:10.0,1.09489E+18,https://twitter.com/statuses/1094887536680300544,location3.db,-33.92283318,18.41712426
Mon Feb 11 09:24:21 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,UPS is hiring in England Read about our latest job opening via the link in our bio Barking Warehouse Operative Pre Load London Division Barking,UPS is hiring in England! Read about our latest #Labor job opening via the link in our bio: Barking Warehouse Operative Pre Load - London Division - Barking,Fri Apr 30 05:27:48 +0000 2010,362,Great Britain,en,TMJ-GBR Labor Jobs,tmj_GBR_LABOR,None,None,309,52.3555177 -1.1743197,24:27.0,1.09489E+18,https://twitter.com/statuses/1094889869539561472,location3.db,52.3555177,-1.1743197
Mon Feb 11 09:58:15 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Starting the week right Archdiocesan Shrine of Jesus The Way The Truth and The Life in Pasay City Metro Manila,Starting the week right.... #40YrsAValleBoy (@ Archdiocesan Shrine of Jesus The Way The Truth and The Life in Pasay City Metro Manila) https://t.co/Irlv3wbIN2,Fri Sep 10 01:01:48 +0000 2010,626,None,en,jon jon san agustin,jlsanagustin,None,None,716,14.53075474 120.982196,58:21.0,1.0949E+18,https://twitter.com/statuses/1094898402121469953,location3.db,14.53075474,120.982196
Mon Feb 11 08:16:22 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Day 2 tokyodisneysea,Day 2 tokyo.disneysea . . . . . #knoxodyssey #johnknox #thejohnsons #karentheexplorer #kylekarentheperfectblend #tokyo #vacation #igers #instamood #disney #disneysea #picoftheday https://t.co/or0QNcdVhN,Sat May 22 02:59:52 +0000 2010,512,None,en,Karen Johnson,karensweetbliss,None,None,1537,35.69167423 139.86423345,16:28.0,1.09487E+18,https://twitter.com/statuses/1094872761674035201,location3.db,35.69167423,139.8642335
Mon Feb 11 08:36:36 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Because we are back in Singapore and missing chilli we headed to Golden Mile for Thai foodThis is most definitely wild boar red curry Tough as old boots texture of cardboard and,Because we are back in Singapore and missing chilli we headed to Golden Mile for Thai food This is most definitely wild boar red curry Tough as old boots texture of cardboard and https://t.co/eKnpR0u3cG,Sun May 17 10:43:17 +0000 2009,2215,Singapore,en,Shen Tan,ChefShenTan,None,None,1803,1.30318714 103.86509139,36:41.0,1.09488E+18,https://twitter.com/statuses/1094877850241425408,location3.db,1.30318714,103.8650914
Mon Feb 11 07:34:49 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,It s a straight hair kinda mood for safalicious today TV Host Producer amp a fashion enthusiast,It's a straight hair kinda mood for safalicious_ today TV Host Producer &amp; a fashion enthusiast . #dubai #dubailife #dubaifashion #dubai #dubaitv #tvhost #fashionenthusiast https://t.co/ARfl4XLV7t,Sun Oct 17 04:56:19 +0000 2010,296,Mississauga Ontario,en,Janie Liang,JanieLiang,None,None,213,25.21731113 55.41854804,34:55.0,1.09486E+18,https://twitter.com/statuses/1094862305001525248,location2.db,25.21731113,55.41854804
Mon Feb 11 07:34:57 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Last but not least The last day of the tour Burj,Last but not least... The last day of the tour.. #dubai #vacationmode #burjalarab #instagram #instapic #architecture #megastructure #OnePlus6T #nofilter @ Burj https://t.co/EXOtgdIDSY,Fri Feb 26 19:05:08 +0000 2010,105,Pune,en,Nachiket Natu,nachiketnatu,None,None,145,25.14741095 55.19385393,35:03.0,1.09486E+18,https://twitter.com/statuses/1094862338698534918,location2.db,25.14741095,55.19385393
Mon Feb 11 07:01:45 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Tonight was another packed houseI m grateful and humbled seriously It s a blessing to have built a name in the city that folks still come in numbers even with it snowing,Tonight was another packed house......I'm grateful and humbled seriously. It's a blessing to have built a name in the city that folks still come in numbers even with it snowing! https://t.co/kriBSgLv1N,Fri Apr 10 18:22:50 +0000 2009,814,Detroit MI,en,Ken Brass,Brasshole81,None,None,1742,42.3698 -83.06766,01:50.0,1.09485E+18,https://twitter.com/statuses/1094853982344773632,location2.db,42.3698,-83.06766
Mon Feb 11 07:01:48 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,you look so and of COURSE you always KILL IT iamcardib Wowwww best Grammys in a minute actually New York New York,@solundy you look so #beautiful ! and of COURSE you always KILL IT iamcardib Wowwww best Grammys in a minute actually #whorunstheworld @ New York New York https://t.co/u11R9NGIsH,Tue Mar 09 10:32:03 +0000 2010,930,Harlem NYC,en,Barbara,thahoneyB,None,None,1043,40.7142 -74.0064,01:53.0,1.09485E+18,https://twitter.com/statuses/1094853994244001792,location2.db,40.7142,-74.0064
Mon Feb 11 07:01:52 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Home sweet home OR Tambo International Airport,Home sweet home #AbashaTravelDiary #PassportGang #EatPrayLove #Friendship #GirlsTrip #Bali @ O.R. Tambo International Airport https://t.co/FioE0uhoOg,Tue Aug 18 13:55:03 +0000 2009,718,Johannesburg South Africa,en,Hellenzovichiskyburg,Hellenzo,None,None,2271,-26.13269912 28.23193145,01:58.0,1.09485E+18,https://twitter.com/statuses/1094854013391118336,location2.db,-26.13269912,28.23193145
Mon Feb 11 07:01:53 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,It s a beautiful day Available State House,It's a beautiful day #iambeyondzero #beyondzeromarathon #skaterdress #dress #wig #shoes Available @DesignaWEN @ State House https://t.co/KIeUwekzOo,Mon Aug 22 11:15:38 +0000 2011,3265,KENYA UGANDA,en,Miss Congeniality,DesignaWEN,None,None,71,-1.28277778 36.8,01:59.0,1.09485E+18,https://twitter.com/statuses/1094854016486371329,location2.db,-1.28277778,36.8
Mon Feb 11 09:55:23 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Bail Bond Reform snippet Edited by Ill be working on the Documentary,Bail Bond Reform snippet Edited by @AnthonyPeavie I'll be working on the Documentary #htown #houston #atlantaga #texas #atl #htx #newyorkcity #charlottenc #ralieghnc #brooklynny #miami https://t.co/4oc1IuAdOe,Tue Feb 09 22:13:18 +0000 2016,38,None,en,Anthony Peavie,AnthonyPeavie,None,None,7,29.6183 -95.6368,55:28.0,1.0949E+18,https://twitter.com/statuses/1094897676859039744,location3.db,29.6183,-95.6368
Mon Feb 11 07:07:45 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Think about the growth of your funds BPI Bank of the Philippine Islands in Cebu City w,Think about the growth of your funds. #BPIPhilam #insurance #VUL (@ BPI / Bank of the Philippine Islands in Cebu City w/ @unlucky911 @xugarquipanes @vhiecaval @iamnorieljohn) https://t.co/OpO6AIW2yH https://t.co/n8TZLrKXbf,Tue Nov 24 05:44:09 +0000 2009,386,T: 10.3361106 123.9093223,en,Ronald Edmond,Unscathed69,None,None,373,10.31822229 123.90514362,07:50.0,1.09486E+18,https://twitter.com/statuses/1094855491103215616,location2.db,10.31822229,123.9051436
Mon Feb 11 09:19:04 +0000 2019,0,0,low,0,0,0,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,Female acts rap songs win big at the 2019 Grammys San Francisco Chronicle Female acts rap songs win big at the 2019 Grammys San Francisco Chronicle HER accepts the best RampB album award for HER during the 61st Annual,Female acts rap songs win big at the 2019 Grammys - San Francisco Chronicle: Female acts rap songs win big at the 2019 Grammys San Francisco Chronicle H.E.R. accepts the best R&amp;B album award for 'H.E.R.' during the 61st Annual https://t.co/PApQDaAduI @HainesForSF,Fri Apr 14 22:11:00 +0000 2017,4351,San Francisco CA USA,en,Shaun Haines,HainesForSF,None,None,4511,37.7485909 -122.4190191,19:09.0,1.09489E+18,https://twitter.com/statuses/1094888537948733441,location3.db,37.7485909,-122.4190191
Mon Feb 11 08:09:31 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Rain Rain Beautiful Rain What a way to be welcomed back to the City with the blessings falling from the HeavensWe give thanks,Rain Rain Beautiful Rain @therealmambazo What a way to be welcomed back to the City with the blessings falling from the Heavens... We give thanks... #Pula @ https://t.co/9jydJBbRMY,Sun Dec 21 19:49:54 +0000 2014,34,Johannesburg,en,Thabang Mazibu,ThabangMazibu,None,None,337,-26.20804498 28.04340982,09:36.0,1.09487E+18,https://twitter.com/statuses/1094871035835543552,location3.db,-26.20804498,28.04340982
Mon Feb 11 08:09:40 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,As part of the tour at Belfast City Hall you enter the council chamber and get the chance to sit on the Lord Mayor s chair This building is steeped in history and is right on our,As part of the tour at Belfast City Hall you enter the council chamber and get the chance to sit on the Lord Mayor's chair | This building is steeped in history and is right on our https://t.co/miFVVMcVYf,Thu Jan 29 19:01:56 +0000 2009,120,Rasharkin Northern Ireland,en,Patrick Dunseath,patrickdunseath,None,None,315,54.59680884 -5.92980637,09:46.0,1.09487E+18,https://twitter.com/statuses/1094871076281012225,location3.db,54.59680884,-5.92980637
Mon Feb 11 08:06:10 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,First Hill Neighborhood yesler terrace neighborhood in Seattle Washington at night Jefferson Terrace,First Hill Neighborhood yesler terrace neighborhood in Seattle Washington at night. @ Jefferson Terrace https://t.co/XS1iKfRbqs,Sat Jun 25 05:09:32 +0000 2016,311,98104,en,Jeffery Pardue,PardueJeffery,None,None,1251,47.60458832 -122.3254907,06:16.0,1.09487E+18,https://twitter.com/statuses/1094870194474823680,location3.db,47.60458832,-122.3254907
Mon Feb 11 08:06:17 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Lifestyle Photography atinaphotographycouk,Lifestyle Photography #www.atinaphotography.co.uk https://t.co/jirvcsnj4c #lifestyle #egyptiankitchen #food #foodphoto #productphotography #lifestylephotography #restaurant #caribbean #uk #london https://t.co/lPizxXBJbR,Sun Feb 12 07:05:53 +0000 2012,87,London UK,en,Atina Photography Videography London,Atinaphoto,None,None,192,51.50711486 -0.12731805,06:22.0,1.09487E+18,https://twitter.com/statuses/1094870222681468930,location3.db,51.50711486,-0.12731805
Mon Feb 11 09:19:04 +0000 2019,0,0,low,0,0,0,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,Haney wants to revamp embarrassing effort to shelter homeless during extreme weather San Francisco Examiner,Haney wants to revamp 'embarrassing' effort to shelter homeless during extreme weather - San Francisco Examiner https://t.co/I569tuGhYI @HainesForSF,Fri Apr 14 22:11:00 +0000 2017,4351,San Francisco CA USA,en,Shaun Haines,HainesForSF,None,None,4511,37.7520581 -122.4070723,19:10.0,1.09489E+18,https://twitter.com/statuses/1094888539806785536,location3.db,37.7520581,-122.4070723
Mon Feb 11 08:00:47 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Every moment spent with family is a moment I should treasure Phuket Thailand,Every moment spent with family is a moment I should treasure @ Phuket Thailand https://t.co/dg39Hcdwgg,Fri Nov 12 12:06:19 +0000 2010,537,None,en,Nik Asyraaf,nikasyraaf,None,None,375,7.92558358 98.34735998,00:52.0,1.09487E+18,https://twitter.com/statuses/1094868837801967617,location3.db,7.92558358,98.34735998
Mon Feb 11 08:00:50 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,New York New York,#soundcloud #mymixtapez #datpiff #spinrilla #tidalmusic #alantarecords #hotnewhiphop #mymixtape #reverbnation #coast2coastlive @ New York New York https://t.co/OhHb1rL0Ng,Mon Aug 19 17:33:56 +0000 2013,1418,HARLEM,en,GvanGundy,garyrei40392665,None,None,1182,40.7142 -74.0064,00:55.0,1.09487E+18,https://twitter.com/statuses/1094868850712162304,location3.db,40.7142,-74.0064
Mon Feb 11 07:57:03 +0000 2019,0,0,low,0,0,0,<a href='http://mobiletraffic.vicroads.vic.gov.au/' rel='nofollow'>Mobile Traffic Tweets</a>,Clarendon St Southbank Traffic Alert Lefthand lane closed southbound near City Road for gas,Clarendon St Southbank - Traffic Alert Left-hand lane closed southbound near City Road for gas https://t.co/9PWiT3XS8R #victraffic,Mon Dec 15 21:19:45 +0000 2008,104440,Victoria Australia,en,VicTraffic,VicTraffic,None,None,103,-37.82764075 144.95809735,57:09.0,1.09487E+18,https://twitter.com/statuses/1094867900073033728,location3.db,-37.82764075,144.9580974
Mon Feb 11 12:29:32 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Things we do at work and remember to always be yourself Directed by the lovely zackgranted New York New York,Things we do at work and remember to always be yourself. Directed by the lovely zackgranted #thanks #nyfw #fw2019 @ New York New York https://t.co/zw7VTdAfCe,Sat Sep 11 16:27:17 +0000 2010,3677,None,en,Alex Badia,TheAlexBadia,None,None,504,40.7142 -74.0064,29:38.0,1.09494E+18,https://twitter.com/statuses/1094936473915150336,location3.db,40.7142,-74.0064
Mon Feb 11 07:45:30 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,PROFILE ALLAN HALLCentre forward Berthold Allan Hall joined Tottenham from Lincoln City in June 1933 for 3000 where he had scored an impressive 65 goals in 72,PROFILE: ALLAN HALL Centre forward Berthold 'Allan' Hall joined Tottenham from Lincoln City in June 1933 for 3 000 where he had scored an impressive 65 goals in 72 https://t.co/xZqf4nmYlF,Fri Dec 09 07:12:02 +0000 2016,58,London England,en,There Once Was A Spur,therewasaspur,None,None,45,53.4667 -1.56667,45:36.0,1.09486E+18,https://twitter.com/statuses/1094864994251014145,location2.db,53.4667,-1.56667
Mon Feb 11 07:40:18 +0000 2019,0,0,low,0,0,0,<a href='http://www.careerarc.com' rel='nofollow'>CareerArc</a>,Nervous to apply for a job like F15 Maintenance Logistics at Parsons Corporation Apply even if youre not a 100 match You might be underestimating your value Click the link in our bio for more info Dubai,Nervous to apply for a job like 'F15 Maintenance Logistics' at Parsons Corporation? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Government #Dubai Dubai,Fri May 29 01:20:07 +0000 2009,2107,United Arab Emirates,en,TMJ-UAE Jobs,tmj_uae_jobs1,None,None,488,25.2048493 55.2707828,40:23.0,1.09486E+18,https://twitter.com/statuses/1094863683321090048,location2.db,25.2048493,55.2707828
Mon Feb 11 08:13:09 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Here comes the lion eaten alot of oranges Kallang Singapore,Here comes the lion eaten alot of oranges ^__^ #gongxifacai2019 #intertouch #Singapore @ Kallang Singapore https://t.co/2G8PERjk1B,Fri Mar 18 14:05:15 +0000 2011,174,Singapore,en,Angelo Roque,geloroque,None,None,164,1.31041321 103.86641021,13:14.0,1.09487E+18,https://twitter.com/statuses/1094871949967159297,location3.db,1.31041321,103.8664102
Mon Feb 11 09:26:12 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Can you recommend anyone for this job in Click the link in our bio to see it and more Senior UX researcher at Carlson Wagonlit Travel,Can you recommend anyone for this #IT job in #London? Click the link in our bio to see it and more. Senior UX researcher at Carlson Wagonlit Travel,Sat Jan 23 07:30:37 +0000 2010,343,London,en,TMJ-LON IT Adm. Jobs,tmj_LON_adm,None,None,304,51.5073509 -0.1277583,26:17.0,1.09489E+18,https://twitter.com/statuses/1094890332922077184,location3.db,51.5073509,-0.1277583
Mon Feb 11 07:19:05 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,Delicious food here at the tops jay stall Tops Flavour in Prawet Bangkok w,Delicious #vegan #vegetarian food here at the tops jay stall! (@ Tops Flavour in Prawet Bangkok w/ @curtis91324) https://t.co/WvJmoTPBuT https://t.co/yT17EDkVDJ,Thu Nov 07 05:01:45 +0000 2013,370,Bangkok Thailand,en,Stefanie Carrillo,BobozMom,None,None,577,13.69491015 100.64772011,19:11.0,1.09486E+18,https://twitter.com/statuses/1094858343313747969,location2.db,13.69491015,100.6477201
Mon Feb 11 07:19:15 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,This little boy a sneak peek of s SS19 collection launching this month London,This little boy a sneak peek of @_ASWEGROW s SS19 collection launching this month @ London https://t.co/ssdC19ZgDT,Thu May 07 20:07:24 +0000 2015,405,London England,en,Cartable,CartableEnfants,None,None,592,51.50722222 -0.1275,19:22.0,1.09486E+18,https://twitter.com/statuses/1094858387517407232,location2.db,51.50722222,-0.1275
Mon Feb 11 07:13:47 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Always ready to jump in with both feet But I decided to stay dry here ahha On this raft in the waters of on our,Always ready to jump in with both feet! But I decided to stay dry here ahha. On this #beautiful #floating raft #island in the waters of #phuket on our @viatortravel #thailand https://t.co/2f2MOLCsJf,Sat May 02 17:24:34 +0000 2009,677,Seoul Republic of Korea,en,American Girl In Asia,GirlinAsia,None,None,658,7.92558358 98.34735998,13:53.0,1.09486E+18,https://twitter.com/statuses/1094857011739545600,location2.db,7.92558358,98.34735998
Mon Feb 11 09:36:11 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,An empty plate can never give you happiness Fill it with pork chops CENTRAL,An empty plate can never give you happiness. Fill it with pork chops. . . . . . . . . . . . #bangkok #thailand #centralembassy #coffeebeansbydao #ceramics #floral #lifestyle @ CENTRAL https://t.co/PPGdAF7t8u,Sun Oct 18 00:22:17 +0000 2009,167,London,en,kelsang,kelsangdongsar,None,None,70,13.7437009 100.54651798,36:17.0,1.09489E+18,https://twitter.com/statuses/1094892847247966210,location3.db,13.7437009,100.546518
Mon Feb 11 09:36:18 +0000 2019,0,0,low,0,0,0,<a href='http://legiscan.com/' rel='nofollow'>eLobbyist</a>,SJR3 NEW Proposing and submitting to the electors at the next general election an amendment to the Constitution of the State of South Dako,SJR3 [NEW] Proposing and submitting to the electors at the next general election an amendment to the Constitution of the State of South Dako https://t.co/ZFksXWdRua,Thu Jan 14 06:59:07 +0000 2010,59,South Dakota USA,en,LegiScan SD,LegiScanSD,None,None,1,44.36763 -100.34604,36:23.0,1.09489E+18,https://twitter.com/statuses/1094892874322325505,location3.db,44.36763,-100.34604
Mon Feb 11 07:52:30 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Wonderful Mandarin Orient Mandarin Oriental Singapore,Wonderful #amazing#The Mandarin Orient #outstanding @ Mandarin Oriental Singapore https://t.co/BYIkGuBz1w,Mon Oct 11 11:00:15 +0000 2010,584,London-New York-Milano,en,Sofalavaleria,SofalaValeria,None,None,729,1.290779 103.8583236,52:35.0,1.09487E+18,https://twitter.com/statuses/1094866752654041089,location3.db,1.290779,103.8583236
Mon Feb 11 07:30:11 +0000 2019,0,0,low,0,0,0,<a href='http://foursquare.com' rel='nofollow'>Foursquare</a>,had the favourite Veggie and Cendol Food Republic in Kuala Lumpur WP Kuala Lumpur,had the favourite Veggie and Cendol. #yumyum (@ Food Republic in Kuala Lumpur WP Kuala Lumpur) https://t.co/EGx0gpAXd6,Sun Nov 30 12:33:07 +0000 2008,2526,Kuala Lumpur MY,en,Azreen Nik,niczous,None,None,3876,3.14873198 101.71324844,30:16.0,1.09486E+18,https://twitter.com/statuses/1094861136401522688,location2.db,3.14873198,101.7132484
Mon Feb 11 10:35:09 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Nervous to apply for a job like Network Specialist at Ericsson Apply even if youre not a 100 match You might be underestimating your value Click the link in our bio for more info City of Zagreb,Nervous to apply for a job like 'Network Specialist' at Ericsson? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #IT #Zagreb City of Zagreb,Sat Sep 19 21:38:39 +0000 2009,650,Croatia,en,TMJ-Croatia Jobs,tmj_hrv_jobs,None,None,486,45.8150108 15.981919,35:15.0,1.09491E+18,https://twitter.com/statuses/1094907687920316417,location3.db,45.8150108,15.981919
Mon Feb 11 10:35:21 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Lovely dog walk this morning Green Park,Lovely dog walk this morning #london #soho #dogwalk #gayandsingle #gay #dayoff #viviennewestwood #hairdresser #ilovmydog @ Green Park https://t.co/JjZLPjH8RZ,Fri Apr 09 22:09:55 +0000 2010,176,London,en,simon hall,eastsimon,None,None,701,51.50416667 -0.14361111,35:26.0,1.09491E+18,https://twitter.com/statuses/1094907734950957056,location3.db,51.50416667,-0.14361111
Mon Feb 11 09:01:39 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Looking at my diary i have last minute appointments available THIS WEEK Message or email me clairejacksonartwork couk I am so inspired after milan tattoo convention,Looking at my diary i have last minute appointments available THIS WEEK!! Message or email me clairejacksonartwork@hotmail.co.uk I am so inspired after milan tattoo convention!! @ https://t.co/zDV5JOWdhe,Mon Apr 23 13:44:53 +0000 2012,119,Exeter England,en,ClaireJackson tattoo,claire_artwork,None,None,79,50.72834278 -3.52181486,01:44.0,1.09488E+18,https://twitter.com/statuses/1094884154854932480,location3.db,50.72834278,-3.52181486
Mon Feb 11 10:40:29 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Reposted from jobemy Our client a foremost Real Estate Development Company with emerging Projects in Lagos amp Ibadan Oyo State urgently require the services of SelfMotivated,Reposted from jobemy - Our client a foremost Real Estate Development Company with emerging Projects in Lagos &amp; Ibadan Oyo State urgently require the services of Self-Motivated https://t.co/RIY3i0iAFk,Mon Mar 12 08:09:09 +0000 2018,16,Lagos Nigeria,en,Admore HR,AdmoreHr,None,None,26,6.57778852 3.36494044,40:35.0,1.09491E+18,https://twitter.com/statuses/1094909030039015424,location3.db,6.57778852,3.36494044
Mon Feb 11 10:40:35 +0000 2019,0,0,low,0,0,0,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,One cold winter night at Shibuya crossing Tokyo Japan Shibuya Crossing Intersection,One cold winter night at Shibuya crossing Tokyo Japan @ Shibuya Crossing Intersection https://t.co/RBus9MnlGQ,Mon Jan 28 05:11:55 +0000 2013,116,Manila Philippines,en,Joan Cordero,joanccordero,None,None,381,35.65945199 139.7004448,40:41.0,1.09491E+18,https://twitter.com/statuses/1094909054705590272,location3.db,35.65945199,139.7004448
Mon Feb 11 09:11:10 +0000 2019,0,0,low,0,0,0,<a href='https://www.careerarc.com' rel='nofollow'>CareerArc 2.0</a>,Dentsu Aegis Network is hiring in Bangkok Click the link in our bio to apply Account Executive Dentsu Thailand,Dentsu Aegis Network is hiring in Bangkok! Click the link in our bio to apply: Account Executive Dentsu Thailand #Sales,Fri May 29 02:57:57 +0000 2009,1003,Thailand,en,Thailand Jobs,tmj_tha_jobs,None,None,487,13.82031 100.6647101,11:15.0,1.09489E+18,https://twitter.com/statuses/1094886550737870848,location3.db,13.82031,100.6647101
